A	DA	B	DB	R	ID
26.3	0	39.2	12	0	109
26.2	0	40.9	1	0	109
20.3	0	22.2	2	0	109
20.7	0	29.2	9	0	109
26.6	0	41.8	12	0	109
29.6	0	47.6	12	0	109
27.5	0	41	9	0	109
22.8	0	25.5	2	0	109
22.8	0	17.9	2	0	109
24.2	0	25.7	1	1	109
26.2	0	48.9	2	1	109
28.1	0	59.2	4	1	109
26.7	0	22.2	2	0	109
21.4	0	36.7	12	0	109
26.6	0	30.1	2	0	109
28.7	0	31.4	9	0	109
20.6	0	37	12	0	109
25.4	0	21.3	1	0	109
26.7	0	43.8	9	0	109
22	0	32.1	1	1	109
28.4	0	53.6	12	0	109
29	0	42.6	6	0	109
23.7	0	35.2	6	0	109
22	0	35	2	1	109
21.1	0	31.7	6	0	109
23	0	20.3	1	0	109
23.1	0	51.2	6	1	109
21.7	0	20.7	2	0	109
22.7	0	42.3	9	1	109
22.2	0	41.2	12	0	109
21.1	0	34.5	2	1	109
23.5	0	22.7	4	0	109
21.8	0	37.3	12	0	109
24.9	0	60	12	1	109
25.7	0	50.2	9	1	109
24.2	0	45.3	9	0	109
23.7	0	40	4	1	109
26.7	0	36.8	2	1	109
25.8	0	24.8	1	0	109
21.4	0	23.1	1	0	109
29.3	0	45.5	9	0	109
25.1	0	46.8	9	1	110
25.4	0	23.1	1	0	110
23.9	0	41.3	12	1	110
27.2	0	32.9	6	1	110
20.3	0	26	6	1	110
24.5	0	26.7	6	1	110
23.7	0	28.3	9	1	110
21.5	0	24.7	2	1	110
25.1	0	24.3	2	0	110
20.1	0	20.8	2	1	110
28.5	0	29	1	1	110
28.6	0	42.9	12	1	110
27.4	0	32.7	6	1	110
24.9	0	35.5	6	1	110
22	0	23.2	2	1	110
25.4	0	29	6	1	110
20.2	0	23.8	4	1	110
26.6	0	27.3	4	1	110
29.9	0	37.9	12	1	110
24.9	0	25.9	2	1	110
24.7	0	25.2	1	1	110
24.1	0	25	2	1	110
26.9	0	31.1	9	1	110
29.8	0	35.7	6	1	110
21.8	0	23.7	2	0	111
29	0	33.1	9	0	111
26.9	0	35.9	6	0	111
27.6	0	25.9	1	1	111
23.8	0	25.1	1	0	111
27.8	0	37.1	6	0	111
27.4	0	29.2	1	0	111
25.6	0	23.5	4	0	111
23.9	0	21.6	2	0	111
22.2	0	61.9	12	1	111
26.3	0	29	4	0	111
21.6	0	32.7	4	0	111
20.2	0	58.2	9	1	111
21.9	0	23.7	1	0	111
25	0	43.6	9	0	111
27.7	0	56.4	6	1	111
29.8	0	32.8	1	0	111
25.7	0	25.6	1	0	111
22.5	0	42.1	6	0	111
20.6	0	19.2	1	0	111
21.2	0	22.2	2	0	111
21.5	0	42.7	6	0	111
20.8	0	29.4	4	0	111
24.7	0	40.6	6	0	111
20.5	0	25.1	2	0	111
27.9	0	34.3	2	0	111
21.5	0	40.1	9	0	111
28.2	0	34.7	4	0	111
20.3	0	23.1	2	0	111
27.3	0	23.6	2	0	111
21	0	22.8	1	0	111
23	0	58.2	9	1	111
20.4	0	39.1	6	0	111
20.9	0	15.7	1	0	111
26	0	43.1	9	0	111
21.2	0	25.7	9	0	111
21.4	0	23.4	1	0	111
25.6	0	37.5	2	0	111
26.6	0	44.8	9	0	111
27.1	0	31.9	2	0	111
27.8	0	62.3	4	1	111
29.8	0	43.9	1	1	111
26.8	0	96.8	12	1	111
21.6	0	35.8	12	0	111
26.3	0	47.7	12	0	111
25.9	0	42.7	6	1	112
26.6	0	28.9	2	0	112
28	0	31	2	0	112
23.7	0	30.1	9	0	112
20.4	0	32	9	0	112
22.7	0	37.7	9	0	112
23.9	0	47.4	12	1	112
25.6	0	49.1	9	1	112
26.3	0	30.1	1	1	112
29.1	0	60.8	12	1	112
21.1	0	26.2	6	0	112
22	0	35.7	6	0	112
21.5	0	31.3	9	0	112
28.4	0	65.7	4	1	112
23.6	0	25.1	1	0	112
22.2	0	30.5	6	0	112
28.8	0	24.4	1	0	112
26.9	0	46.6	4	1	112
20.8	0	39.2	12	0	112
28.7	0	33.6	2	0	112
26.7	0	33.2	1	0	112
29.8	0	32.2	1	0	112
27.6	0	109.2	12	1	112
24.7	0	48.6	12	0	112
28.7	0	26.4	1	0	112
27.5	0	30.2	1	0	112
23.7	0	51.3	12	1	112
24.1	0	36.9	6	1	112
24.1	0	63.2	9	1	112
29.8	0	27.3	1	0	112
26.4	0	33	6	0	112
22.8	0	30.9	4	0	112
21.2	0	34	4	1	112
22.8	0	22.7	1	0	112
24.1	0	23.2	4	0	113
27.8	0	32.7	4	1	113
25.2	0	26.1	1	0	113
26.9	0	28	1	1	113
29	0	39.5	4	1	113
24	0	29	6	0	113
23.2	0	26.9	4	1	113
24.5	0	36.7	9	1	113
25.5	0	33.3	6	1	113
21	0	31.5	12	0	113
29	0	48	12	1	113
27.2	0	38.1	9	0	113
28.6	0	31.5	2	1	113
26.9	0	28.1	6	0	113
27.5	0	47.9	9	0	113
22.3	0	29.3	6	0	113
23.2	0	64.9	6	1	113
23.5	0	20.5	4	0	113
29	0	47.3	2	0	113
28.2	0	46.8	12	0	113
24.5	0	51.5	1	1	113
27.3	0	42.5	9	0	113
23.1	0	24.7	1	0	113
29.2	0	53.3	1	1	113
24.9	0	45.5	12	0	113
29.9	0	34.6	2	0	113
22	0	77.6	9	1	113
20.4	0	23.7	2	0	113
23.9	0	35.8	6	0	113
20.5	0	29.9	1	0	113
26.5	0	88.7	6	0	113
25.7	0	27.7	1	1	113
25.2	0	109.1	4	1	113
21.8	0	36.4	9	0	113
22.2	0	57	2	1	113
29	0	22.6	2	0	113
27.3	0	21	1	0	113
29.3	0	95	6	0	113
29.3	0	30.7	12	0	113
29.3	0	59.7	12	0	113
25.3	0	20.6	2	0	113
28.3	0	26.3	4	0	113
22.8	0	31.8	4	0	113
24.5	0	27	1	1	113
24.4	0	170.2	12	1	113
25.6	0	110.2	9	0	113
29.8	0	110.9	6	0	113
28.2	0	60.5	1	1	113
23	0	25.3	1	0	113
23.9	0	25.3	9	0	113
28.3	0	22.1	1	0	113
21.9	0	48.7	12	0	113
30	0	49	6	0	113
26.9	0	34.9	12	0	113
23	0	29.9	1	1	114
27.6	0	27.9	4	0	114
20.9	0	22.1	4	0	114
29.3	0	41	9	1	114
29.6	0	40.9	12	0	114
25.3	0	38.2	9	1	114
26.2	0	32.2	6	0	114
29.1	0	30.4	1	0	114
23.3	0	33.9	9	1	114
26.3	0	28.4	2	0	114
26	0	57.7	12	1	114
21.1	0	22.9	2	1	114
21.2	0	27.7	1	1	114
20.9	0	25.7	1	1	114
22.6	0	24.3	2	0	114
21.5	0	25.6	9	0	114
27.7	0	34.7	6	1	114
21.4	0	22.2	1	0	114
25	0	32.7	12	0	114
23.1	0	28.6	6	0	114
24.6	0	30.9	6	1	115
23.9	0	24.7	1	0	115
27.9	0	37	9	1	115
20.6	0	23.3	4	1	115
26.6	0	37	4	1	115
23.1	0	34.3	9	1	115
29.9	0	37.1	9	1	115
23.4	0	25.6	4	1	115
20.4	0	20.3	4	0	115
29.4	0	29.9	4	0	115
23	0	23.5	1	0	115
26.9	0	30.4	6	1	115
20.8	0	24.3	12	0	115
28	0	58.5	12	1	115
28.4	0	33	4	1	115
29.4	0	35.3	1	1	115
24.1	0	37.7	12	1	115
25.7	0	31.6	12	1	115
23.3	0	26.3	6	0	115
27.7	0	28.5	1	1	115
22.7	0	35.1	9	1	115
26.5	0	27.8	2	1	115
27.1	0	40.2	12	1	115
25.3	0	30.1	9	1	115
24.9	0	26.9	9	0	115
26.8	0	30.8	12	0	115
25.7	0	27.5	1	1	115
25.1	0	34.6	9	0	116
22.1	0	24.6	2	0	116
25.6	0	47.4	6	1	116
21.8	0	28.2	9	0	116
26.2	0	42.3	9	1	116
26.3	0	41.2	6	1	116
22.2	0	33.2	6	0	116
20.3	0	25	4	0	116
24.4	0	55.8	9	1	116
20.7	0	19.7	2	0	116
26.5	0	44.6	6	1	116
26	0	25.1	1	0	116
20.9	0	29.3	6	0	116
21.7	0	24.9	2	0	116
20	0	26.2	4	0	116
23.9	0	25	1	0	116
25.7	0	23.3	2	0	116
21.9	0	20	1	0	116
29.2	0	35.7	4	0	116
22.4	0	25.5	2	0	116
21.6	0	31.7	6	0	116
25.6	0	30.1	1	1	116
26.2	0	51.6	9	1	116
26.6	0	40.2	6	1	116
29.7	0	32	1	0	116
22.9	0	31.6	9	0	117
26.7	0	30.9	9	0	117
23.8	0	25	4	0	117
23.9	0	29.7	4	1	117
23.2	0	27.9	4	0	117
28.8	0	47.7	12	1	117
27.9	0	29.1	4	0	117
25.1	0	27.6	2	0	117
22	0	28.7	9	0	117
22.6	0	34.1	4	1	117
24.7	0	30.9	6	0	117
27.9	0	29.5	1	1	117
21.4	0	33.5	12	0	117
25.3	0	30.9	4	0	117
28.4	0	35.9	9	0	117
29.4	0	61.7	12	1	117
27.6	0	37.6	6	1	117
21	0	23	9	0	118
24.9	0	34.6	9	0	118
22.2	0	23.5	1	0	118
28.3	0	32.1	2	0	118
20.8	0	24	2	0	118
26.4	0	39.7	6	1	118
28.6	0	31	4	0	118
20.5	0	34.1	6	0	118
21.6	0	36.2	2	0	118
23.9	0	40.3	12	0	118
29.1	0	31.1	1	0	118
25	0	31.8	4	0	118
27.8	0	40	6	0	118
27.4	0	29	9	0	118
21.9	0	38.4	9	0	118
27.5	0	70.6	6	1	118
23.8	0	22.8	2	0	118
23	0	25.3	1	0	118
22.7	0	43.7	9	0	118
21.6	0	30.8	6	0	118
24.6	0	33.9	9	0	118
22.5	0	28.1	12	0	118
24.2	0	27.1	2	0	118
25.2	0	33	9	0	118
25.3	0	27.2	1	0	118
22.9	0	39.3	6	0	118
28.4	0	38.6	4	0	118
28.8	0	42.6	9	0	118
20.9	0	29.7	6	0	118
24.5	0	49.3	9	0	118
24.3	0	30.6	6	1	119
22.7	0	25.7	4	0	119
25.8	0	37.7	12	0	119
29.6	0	37.5	6	1	119
21.6	0	35.1	6	1	119
24.8	0	26.8	2	0	119
23.1	0	28.8	6	1	119
27.2	0	29.1	6	0	119
27.8	0	28.3	6	0	119
26.2	0	32	1	1	119
26.3	0	39.5	12	0	119
23.2	0	41.8	9	1	119
23	0	30.5	9	0	119
20	0	21.2	1	0	119
25	0	34	4	1	119
29.3	0	34.8	4	1	119
29.3	0	27.6	1	0	119
20.8	0	24.5	6	0	119
29.5	0	53	12	0	119
28.6	0	30.4	1	1	119
22.1	0	28.7	9	0	119
25.6	0	28.7	2	0	119
25.3	0	35	6	1	119
23.8	0	29.9	2	1	119
28.9	0	56.6	12	1	119
26.4	0	27.6	1	0	120
23.8	0	24.7	6	0	120
21.7	0	22.9	1	0	120
29	0	48.8	6	1	120
26.2	0	35.8	6	0	120
21.7	0	40.3	12	1	120
26.8	0	33.3	4	0	120
20.4	0	24.9	2	0	120
25.5	0	43.2	12	1	120
26.2	0	79.7	9	1	120
23.2	0	24.4	1	0	120
20.1	0	29	9	0	120
21	0	53.7	9	1	120
29.7	0	44.5	9	1	120
22.7	0	35.6	12	0	120
20.1	0	18.7	4	0	120
25.1	0	27.9	2	0	120
26.2	0	29.3	2	0	120
27.5	0	24.2	1	0	120
28.5	0	27.2	2	0	120
26.9	0	40.4	4	1	120
25.7	0	30.6	6	0	120
28.3	0	35.8	2	0	120
20.4	0	31.9	4	0	120
22.7	0	24.3	6	0	120
21.2	0	22.8	1	0	120
21.3	0	36.7	4	1	120
21.9	0	36.2	9	0	120
23.8	0	21.9	1	0	120
20.7	0	24.1	2	0	120
20.2	0	27	4	0	120
28.8	0	43.9	6	1	120
26.1	0	39	6	1	120
26	0	48.8	6	1	120
28.2	0	38.7	9	0	120
20.6	0	19.7	1	0	120
20.5	0	22.2	1	0	120
28.7	0	36.6	6	0	120
28.8	0	43.2	12	1	120
28.6	0	52.7	12	1	120
26.5	0	27.3	1	0	120
26	0	36.3	12	0	120
29.2	0	39.3	9	0	120
20.1	0	21.8	2	0	120
25.5	0	23.3	2	0	120
28.1	0	39.4	9	0	120
23	0	36.8	12	0	120
29.4	0	56.3	9	1	120
24.3	0	28.3	6	0	120
28.8	0	55.4	12	1	120
20.1	0	27.5	2	0	121
28.4	0	36.1	6	0	121
29.4	0	24.6	9	0	121
29.7	0	43.3	9	0	121
21.9	0	24.5	2	0	121
23.7	0	21.4	6	0	121
26.4	0	66	6	1	121
29.2	0	33.2	2	0	121
25.9	0	27.6	6	0	121
29	0	50.5	4	1	121
24.3	0	46	6	1	121
25.3	0	39.8	4	0	121
25.4	0	57.9	6	0	121
28.7	0	32.9	2	0	121
20.4	0	22	1	0	121
24.4	0	19.9	2	0	121
22.4	0	43.7	12	1	121
25.8	0	42.1	9	0	121
23.4	0	25.3	1	0	121
26.5	0	139.1	12	1	121
25.1	0	113	12	0	121
21.5	0	123.5	9	0	121
22.8	0	29.4	4	0	121
20.4	0	22	1	0	121
22.2	0	37.1	9	0	121
29.9	0	188.8	6	1	121
25.3	0	66	2	1	121
21.6	0	92	6	0	121
29.1	0	38.3	4	0	121
29.9	0	44.4	6	0	121
26.9	0	29.3	1	0	121
24.4	0	26.6	1	0	121
25.6	0	45.3	9	0	121
22.9	0	23.6	12	0	121
23.7	0	81.7	4	1	121
25.5	0	54.8	12	0	121
29.6	0	35.7	2	0	121
24.1	0	46.2	9	0	121
22.5	0	50.6	12	0	121
24.3	0	21.3	2	0	121
24.6	0	57	12	0	121
22.2	0	33.3	12	0	121
21.7	0	35	4	0	121
23.1	0	15.9	1	0	121
20.4	0	15.2	2	0	121
23.1	0	79.9	9	0	121
28.8	0	30.5	1	0	121
20.7	0	277.5	9	1	121
29.4	0	111.2	4	1	121
29.6	0	20.5	1	0	121
23.3	0	66.2	4	0	121
22.6	0	27.7	4	0	121
21.2	0	26.3	4	0	121
24.6	0	42.2	12	0	121
24.6	0	18.3	4	0	121
21.7	0	80.7	4	1	121
23.9	0	38.9	9	0	121
22.9	0	17.6	2	0	121
21.2	0	58.2	4	0	121
23.9	0	39.5	9	0	121
25.5	0	27.6	1	0	121
24	0	16.9	1	0	121
27.1	0	53.3	12	0	121
25.2	0	34.1	4	0	121
21.4	0	38.7	9	0	121
28.1	0	52.8	1	1	121
24.9	0	43.8	1	0	121
26.6	0	19.1	1	0	121
23.6	0	36.6	6	0	121
29.1	0	549	12	1	121
24.2	0	23.7	6	0	121
22.1	0	35.4	6	0	121
26.7	0	54.4	2	0	121
21.5	0	75.8	4	0	121
27.1	0	49.3	9	0	121
22.6	0	27	2	0	121
27.9	0	59.6	12	0	121
23.3	0	37.1	6	0	121
29.4	0	55.9	9	0	121
24.6	0	68.9	2	1	121
28.2	0	31.2	1	0	121
28.3	0	55	9	0	121
21.2	0	25.8	2	0	121
20.9	0	42.6	1	0	121
24.9	0	20.3	4	0	121
29.5	0	29.6	9	0	121
24.1	0	53.2	1	1	121
20.6	0	243.3	9	1	121
23.8	0	18.3	1	0	121
20.2	0	18.3	2	0	122
23.8	0	22.6	2	0	122
22.3	0	39.4	12	0	122
26.1	0	29.7	2	0	122
22.4	0	35.1	4	1	122
27	0	51.7	12	1	122
23.5	0	31.1	2	1	122
22.8	0	48.2	12	1	122
30	0	60.4	12	1	122
20.4	0	20.4	1	0	122
26.5	0	33.4	4	1	122
20.4	0	27.1	6	1	122
27.6	0	30.1	2	0	122
22.3	0	26.4	1	1	122
20.9	0	23	2	0	122
26.5	0	27.9	1	1	122
27.3	0	30.1	2	1	122
26.8	0	38.1	9	1	122
20.5	0	30.3	12	1	122
22.9	0	20.9	1	0	122
24.5	0	26.2	2	1	122
22.9	0	27.6	12	0	122
28.1	0	34	6	1	122
21.3	0	25.4	6	1	122
26.1	0	30.1	1	1	122
29.9	0	33.4	4	1	122
29	0	34.4	12	0	122
22.2	0	27.2	4	1	122
20	0	22.2	1	1	122
29.8	0	33.1	4	0	122
28.8	0	38.9	12	1	122
29.2	0	30.1	4	0	122
24.2	0	32.6	9	1	122
24.3	0	30.6	6	1	122
24.8	0	32.1	9	1	122
24.5	0	40.8	12	1	122
25	0	23.2	1	0	122
23.5	0	25	6	1	122
24.5	0	30.2	9	1	122
24	0	25.1	2	1	122
25.2	0	25.8	12	0	122
26.2	0	27.3	2	1	122
22.4	0	22.9	1	0	122
25.1	0	28.3	6	1	122
25.9	0	30.3	9	1	122
20.2	0	23.2	2	1	122
25.2	0	25	4	0	122
22.4	0	26.1	6	1	122
28	0	35.2	6	0	123
26.8	0	44.1	12	0	123
28.1	0	39.2	6	0	123
20.9	0	24.1	2	0	123
26.2	0	39.2	6	0	123
24.2	0	26.5	1	1	123
25.5	0	44.8	9	0	123
25.3	0	39	6	0	123
20.4	0	25.5	4	0	123
23.5	0	25.6	2	0	123
28.8	0	46.4	4	1	123
27.4	0	40.8	4	0	123
22.8	0	28	4	0	123
29.3	0	32	12	0	123
25.7	0	21.4	1	0	123
22.7	0	47.6	6	1	123
27.7	0	32.4	6	0	123
26.6	0	33.5	1	0	123
22.5	0	21.7	6	0	123
29.3	0	66.7	6	1	123
25.3	0	27.2	1	0	123
20.9	0	53.8	9	1	123
21.5	0	36.2	9	0	123
25.8	0	41.1	12	0	123
22	0	24.2	1	0	123
20.1	0	28.5	4	0	123
28.7	0	57.7	9	1	123
24.5	0	29.3	2	0	123
25.4	0	41	6	0	123
24.3	0	27	1	0	123
27.5	0	41.2	12	1	124
22.6	0	29.1	9	0	124
20.1	0	27.1	9	0	124
23.7	0	25.8	2	0	124
21.9	0	24	2	0	124
22.6	0	18.3	1	0	124
24	0	38.7	12	1	124
24.9	0	29.3	4	1	124
29.3	0	30.1	9	0	124
21.2	0	22.1	1	0	124
29.4	0	31.9	9	1	124
26.9	0	22.1	6	0	124
22.4	0	23.3	1	1	124
26.3	0	19.9	1	0	124
24.6	0	21	4	0	124
23.4	0	27.1	4	1	124
25.7	0	26.7	1	1	124
21.7	0	35.3	4	1	124
23.2	0	20.1	2	0	124
22	0	21.6	6	0	124
21.6	0	23.1	2	1	124
24	0	40	9	1	124
20.9	0	25	6	1	124
21.6	0	21.7	6	0	124
29.8	0	33.4	4	1	124
23.1	0	32	6	1	124
24.5	0	38.6	12	1	124
26.2	0	32.9	4	1	124
29.8	0	39.1	12	1	124
28.8	0	37	12	1	124
29.1	0	27	1	0	124
20.5	0	25.9	6	1	124
23	0	23.6	6	0	124
20.8	0	22.6	4	1	124
26.2	0	31.1	9	1	124
27.1	0	31.9	9	1	124
25.1	0	29.3	9	0	124
20.2	0	23.9	4	0	124
23.4	0	29.2	12	1	124
26.5	0	29.2	12	0	124
27.5	0	34	12	0	124
27.6	0	26.2	2	0	124
27.4	0	25.7	1	0	124
28.8	0	36.2	6	1	124
24.6	0	24.2	6	0	124
20.8	0	28.7	12	1	124
20.5	0	31.7	12	1	124
22.3	0	28.9	12	0	124
25.5	0	32.2	9	1	124
22.6	0	23.3	4	0	124
28.1	0	38.8	9	0	125
29.2	0	32.5	2	0	125
28.5	0	46.6	4	1	125
27.1	0	41.3	4	0	125
20.8	0	17.4	4	0	125
24.6	0	33.8	6	0	125
24.8	0	40.5	9	0	125
27.4	0	28.2	4	0	125
24.7	0	36.1	2	0	125
26.7	0	43.7	9	0	125
22.9	0	39.1	9	0	125
28.8	0	34.1	9	0	125
20.1	0	18.9	2	0	125
25	0	30	2	0	125
28.8	0	34.8	2	0	125
24.5	0	48	9	1	125
20.9	0	45.2	12	1	125
23.5	0	38.3	2	1	125
24.2	0	50.8	12	1	125
27.5	0	29.9	1	0	125
24.2	0	87.9	12	1	125
29.1	0	39.5	4	0	125
23.7	0	32.6	4	0	125
22.4	0	73.3	12	1	125
25.8	0	41	6	0	125
23.6	0	28.5	2	0	125
26.3	0	29.1	1	0	125
24.5	0	42.2	4	0	125
27.7	0	39.6	9	0	125
22.4	0	29.6	6	0	125
23.6	0	25.7	2	0	125
25.1	0	30.5	4	0	125
29.7	0	37.3	4	0	125
29.7	0	42.6	6	0	125
20.7	0	30.9	6	0	125
22.8	0	31.2	4	0	125
29.4	0	77.7	12	0	125
26.7	0	41.1	6	0	125
25.6	0	28.2	1	0	125
27.2	0	95.5	12	1	125
21	0	43.3	6	0	125
20.7	0	24.4	2	0	125
24.2	0	28.3	9	0	125
26	0	28.7	1	0	125
25.7	0	23.2	1	0	125
26.3	0	32.1	2	0	125
24.2	0	43.7	12	0	125
21.5	0	27	6	1	126
23.7	0	26.9	4	0	126
28.5	0	40.3	2	1	126
22.2	0	29.9	9	1	126
24.6	0	28.3	12	0	126
25.5	0	30.8	6	1	126
30	0	41.8	6	1	126
26.5	0	31.1	2	1	126
22.7	0	25.4	4	1	126
21.7	0	24.7	9	0	126
29.7	0	33.4	2	1	126
22.4	0	24.1	1	1	126
29.3	0	32	2	1	126
22.3	0	28.3	12	1	126
26.4	0	23.9	2	0	126
23.1	0	28.8	12	1	126
24.5	0	46.1	9	1	126
24.2	0	30.1	9	1	126
27.7	0	28.3	9	0	126
26.4	0	32.5	4	1	126
29.6	0	36.1	6	1	126
23.1	0	24	2	0	126
21.7	0	25.1	12	1	126
22.4	0	26.5	9	1	126
23.3	0	23.7	1	0	126
25.9	0	23.5	1	0	126
24.6	0	23.4	2	1	126
24.5	0	21.9	6	0	126
24.1	0	20.6	1	0	126
23.5	0	25.4	4	1	126
23.3	0	28.2	2	1	126
24.6	0	34.3	12	1	126
26.9	0	28.7	4	1	126
21.4	0	24.5	9	1	126
27.5	0	32.3	4	1	127
22	0	26.4	6	1	127
26.2	0	27.5	9	0	127
23.7	0	25	2	1	127
27.8	0	27.7	4	0	127
28.6	0	36.8	12	1	127
24.4	0	27.4	6	1	127
29.4	0	30.5	2	0	127
27.5	0	28.1	1	0	127
29.2	0	34.7	9	1	127
29	0	28.1	1	0	127
28.3	0	27.2	4	0	127
25	0	42.7	9	1	127
21.2	0	22.9	2	0	127
22.9	0	25.1	2	1	127
26.3	0	27.4	1	0	127
20.2	0	21.1	1	1	127
27.4	0	34.3	2	1	127
26.3	0	39	12	1	127
29.3	0	33.3	4	1	127
28.4	0	29.3	1	0	127
23.7	0	22.3	2	0	127
22.3	0	28.5	9	1	127
22.5	0	26.4	2	1	127
21.3	0	23.6	4	1	127
24.8	0	26.2	6	0	127
29.2	0	36.1	6	1	127
25.2	0	32.6	9	1	127
21.2	0	24.3	9	0	127
25.9	0	27.1	1	1	128
23.9	0	23.9	6	0	128
23.4	0	33.2	12	0	128
23.8	0	26	2	1	128
20.3	0	23.7	4	0	128
27.7	0	50.6	9	1	128
27	0	29.5	2	1	128
24.1	0	42.9	12	1	128
20.5	0	21.4	1	1	128
28	0	35	6	1	128
25	0	32.5	12	0	128
21.7	0	25.4	12	0	128
24.5	0	28.6	9	0	128
21.7	0	35.9	9	1	128
26.9	0	26.8	2	0	128
21.8	0	23.9	4	0	128
23.3	0	30.6	9	1	128
29.2	0	33	2	1	128
23.8	0	30.4	9	1	128
22.8	0	31.5	9	1	129
22.3	0	19.9	2	0	129
27.4	0	32.6	6	1	129
20.2	0	22.4	4	1	129
27.1	0	25.3	1	0	129
20.4	0	20.9	1	0	129
23.2	0	30.1	12	1	129
20.9	0	21.4	1	1	129
25.1	0	25.5	4	0	129
21.6	0	22.5	2	1	129
27.9	0	30.4	2	1	129
27.2	0	32.2	12	0	129
20.8	0	28.7	9	1	129
23.6	0	24.4	1	1	129
21.3	0	28.7	12	1	129
25.4	0	31.1	9	1	129
20.1	0	22.4	12	0	129
25.2	0	31.6	12	1	129
25.6	0	29.9	9	1	129
23.6	0	25.6	2	1	129
22.1	0	33.1	12	0	130
29.3	0	71.4	12	1	130
20.5	0	22.8	2	0	130
28.8	0	50.1	12	1	130
21.7	0	21.2	4	0	130
21.6	0	34.6	12	1	130
27	0	28.2	1	0	130
27.4	0	37.2	2	1	130
21.2	0	29.6	9	0	130
27.8	0	33.2	4	1	130
25	0	38.5	12	0	130
20.5	0	29.4	9	1	130
26.2	0	31.6	1	1	130
25.1	0	26.3	1	1	130
29.5	0	37.5	6	1	130
29.8	0	36.2	2	1	130
22.4	0	33.8	4	1	130
22.4	0	33.4	12	1	130
21.7	0	29.6	12	1	130
29.6	0	34.1	6	0	130
25.6	0	25.7	6	0	130
25	0	23.7	2	0	130
27.9	0	31.3	1	1	130
28.5	0	28.5	2	0	130
28.5	0	40.3	12	0	130
24.9	0	30	2	1	130
25.2	0	26.1	1	0	130
25.6	0	26.5	1	1	130
22.7	0	23.5	1	0	130
22.3	0	36.2	12	1	130
24.6	0	26.3	2	0	130
21.9	0	25	4	0	130
21.3	0	18.6	1	0	131
28.3	0	29.6	1	0	131
20.9	0	30.7	9	1	131
22.2	0	32.1	4	1	131
23.9	0	24.9	1	0	131
20.5	0	22.3	2	0	131
23	0	33.8	6	1	131
24.7	0	38.7	9	1	131
23.5	0	29.8	6	1	131
29	0	30.1	1	0	131
29.9	0	34.6	4	0	131
22.5	0	22.2	1	0	131
29.8	0	35	4	1	131
21.8	0	19	1	0	131
29.5	0	38.1	9	0	131
24.5	0	25.6	6	0	131
25.3	0	37.6	12	1	131
25.7	0	34.1	9	1	131
25	0	32.5	9	0	131
29	0	43.5	12	0	132
25.4	0	28.3	2	0	132
22.1	0	26.8	9	0	132
21.3	0	34.1	9	0	132
26.7	0	41.2	4	1	132
21.6	0	28.5	4	0	132
28.1	0	36.2	2	0	132
24.3	0	26.3	1	0	132
28	0	24.6	1	0	132
26.7	0	24.7	1	0	132
25.2	0	27.6	1	0	132
28	0	27.5	1	0	132
26.6	0	42.2	4	1	132
25.1	0	36.8	6	0	132
30	0	41.1	2	1	132
26.1	0	28.4	2	0	132
28	0	37.1	6	1	132
21.2	0	28.1	2	1	132
25.3	0	25.8	4	0	132
29.9	0	29.6	2	0	132
27.9	0	38.7	9	1	132
28.7	0	38.6	6	1	132
27.4	0	31.4	2	1	132
25.9	0	33.6	9	0	132
25.9	0	38.8	12	1	133
24	0	28.6	6	0	133
25	0	38.3	4	0	133
22.9	0	31.8	9	0	133
28.2	0	40.1	9	1	133
20.4	0	30.8	12	0	133
22.7	0	29.1	6	0	133
20.1	0	24.2	4	0	133
24.2	0	85	4	1	133
24.5	0	39.5	12	1	133
21.6	0	33.7	12	0	133
21.1	0	110.8	9	1	133
20.7	0	15.3	2	0	133
29.7	0	39.1	6	1	133
29.5	0	127.5	12	1	133
22.6	0	47.5	4	1	133
21.3	0	30.5	9	0	133
29.6	0	27.6	6	0	133
21.1	0	22.3	1	0	133
21.3	0	39	4	1	133
25.1	0	33.3	6	0	133
27.8	0	78.4	12	1	133
27.4	0	61.2	9	1	133
29.1	0	35.6	4	1	133
29.8	0	39.7	1	1	133
28.4	0	28.4	4	0	133
23.7	0	35.2	9	0	133
26.7	0	33.9	1	1	133
25	0	41.7	6	0	133
22.8	0	30.2	1	1	133
26.4	0	24.9	2	0	133
24.3	0	58.5	12	1	133
29.3	0	40.1	6	0	133
29.2	0	31.1	1	0	133
24.9	0	31.4	1	0	133
25	0	40.9	4	1	133
26.2	0	66.3	12	1	133
30	0	33.9	2	0	133
28.3	0	27.2	2	0	133
23	0	26.7	6	0	133
20	0	23.6	6	0	133
27.5	0	27.3	2	0	133
23.4	0	31.8	9	1	133
25.5	0	32.1	1	0	133
25.5	0	26.7	4	1	133
21.3	0	19.6	2	0	133
26.8	0	43.8	4	1	133
26.9	0	32.9	9	0	133
20.3	0	28.2	2	0	133
22.9	0	31.9	6	0	133
26.4	0	38.3	2	1	133
25.9	0	35.4	12	0	133
23.6	0	38.4	9	1	133
20.1	0	22.7	6	0	133
29.3	0	53.1	12	0	133
23.5	0	25.2	1	0	133
22.9	0	32.7	12	0	133
27.8	0	32.7	4	0	133
29.9	0	39.7	6	1	133
28.7	0	39.9	9	0	133
25.1	0	57	12	1	133
25.4	0	30.1	9	1	133
